time,x,y,angle
6.77,89.8608,-87.6117,-4.59684
6.78,90.0759,-88.1476,-4.61041
6.79,90.29,-88.6847,-4.624
6.8,90.5031,-89.2228,-4.63761
6.81,90.7152,-89.762,-4.65124
6.82,90.9263,-90.3022,-4.66489
6.83,91.1364,-90.8435,-4.67856
6.84,91.3454,-91.3858,-4.69225
6.85,91.5535,-91.929,-4.70596
6.86,91.7605,-92.4733,-4.71969
6.87,91.9666,-93.0185,-4.73344
6.88,92.1716,-93.5647,-4.74721
6.89,92.3756,-94.1118,-4.761
6.9,92.5786,-94.6599,-4.77481
6.91,92.7806,-95.2088,-4.78864
6.92,92.9816,-95.7587,-4.80249
6.93,93.1816,-96.3095,-4.81636
6.94,93.3805,-96.8611,-4.83025
6.95,93.5785,-97.4136,-4.84416
6.96,93.7755,-97.967,-4.85809
6.97,93.9715,-98.5212,-4.87204
6.98,94.1665,-99.0762,-4.88601
6.99,94.3604,-99.632,-4.9
7,94.5534,-100.189,-4.91401
7.01,94.7454,-100.746,-4.92804
7.02,94.9365,-101.304,-4.94209
7.03,95.1265,-101.863,-4.95616
7.04,95.3155,-102.423,-4.97025
7.05,95.5036,-102.983,-4.98436
7.06,95.6907,-103.544,-4.99849
7.07,95.8769,-104.106,-5.01264
7.08,96.062,-104.668,-5.02681
7.09,96.2462,-105.231,-5.041
7.1,96.4295,-105.795,-5.05521
7.11,96.6118,-106.36,-5.06944
7.12,96.7931,-106.925,-5.08369
7.13,96.9736,-107.49,-5.09796
7.14,97.153,-108.056,-5.11225
7.15,97.3316,-108.623,-5.12656
7.16,97.5092,-109.191,-5.14089
7.17,97.6859,-109.759,-5.15524
7.18,97.8617,-110.327,-5.16961
7.19,98.0366,-110.896,-5.184
7.2,98.2106,-111.466,-5.19841
7.21,98.3837,-112.036,-5.21284
7.22,98.5559,-112.606,-5.22729
7.23,98.7272,-113.177,-5.24176
7.24,98.8977,-113.749,-5.25625
7.25,99.0673,-114.321,-5.27076
7.26,99.236,-114.893,-5.28529
7.27,99.4039,-115.466,-5.29984
7.28,99.5709,-116.039,-5.31441
7.29,99.7371,-116.613,-5.329
7.3,99.9025,-117.187,-5.34361
7.31,100.067,-117.762,-5.35824
7.32,100.231,-118.337,-5.37289
7.33,100.394,-118.912,-5.38756
7.34,100.556,-119.487,-5.40225
7.35,100.717,-120.063,-5.41696
7.36,100.878,-120.639,-5.43169
7.37,101.038,-121.216,-5.44644
7.38,101.197,-121.793,-5.46121
7.39,101.355,-122.37,-5.476
7.4,101.513,-122.947,-5.49081
7.41,101.67,-123.525,-5.50564
7.42,101.826,-124.103,-5.52049
7.43,101.982,-124.681,-5.53536
7.44,102.137,-125.259,-5.55025
7.45,102.291,-125.838,-5.56516
7.46,102.444,-126.417,-5.58009
7.47,102.597,-126.996,-5.59504
7.48,102.749,-127.575,-5.61001
7.49,102.901,-128.155,-5.625
7.5,103.052,-128.734,-5.64001
7.51,103.202,-129.314,-5.65504
7.52,103.352,-129.894,-5.67009
7.53,103.501,-130.474,-5.68516
7.54,103.65,-131.055,-5.70025
7.55,103.798,-131.635,-5.71536
7.56,103.945,-132.216,-5.73049
7.57,104.092,-132.796,-5.74564
7.58,104.239,-133.377,-5.76081
7.59,104.385,-133.958,-5.776
7.6,104.53,-134.539,-5.79121
7.61,104.675,-135.12,-5.80644
7.62,104.82,-135.701,-5.82169
7.63,104.964,-136.282,-5.83696
7.64,105.107,-136.864,-5.85225
7.65,105.251,-137.445,-5.86756
7.66,105.394,-138.026,-5.88289
7.67,105.536,-138.608,-5.89824
7.68,105.678,-139.189,-5.91361
7.69,105.82,-139.771,-5.929
7.7,105.961,-140.353,-5.94441
7.71,106.102,-140.934,-5.95984
7.72,106.243,-141.516,-5.97529
7.73,106.383,-142.097,-5.99076
7.74,106.523,-142.679,-6.00625
7.75,106.663,-143.261,-6.02176
7.76,106.802,-143.842,-6.03729
7.77,106.942,-144.424,-6.05284
7.78,107.081,-145.006,-6.06841
7.79,107.22,-145.587,-6.084
7.8,107.358,-146.169,-6.09961
7.81,107.497,-146.751,-6.11524
7.82,107.635,-147.332,-6.13089
7.83,107.773,-147.914,-6.14656
7.84,107.911,-148.496,-6.16225
7.85,108.049,-149.077,-6.17796
7.86,108.187,-149.659,-6.19369
7.87,108.324,-150.24,-6.20944
7.88,108.462,-150.822,-6.22521
7.89,108.6,-151.403,-6.241
7.9,108.737,-151.985,-6.25681
7.91,108.875,-152.566,-6.27264
7.92,109.012,-153.147,-6.28849
7.93,109.15,-153.729,-6.30436
7.94,109.287,-154.31,-6.32025
7.95,109.425,-154.891,-6.33616
7.96,109.562,-155.473,-6.35209
7.97,109.7,-156.054,-6.36804
7.98,109.838,-156.635,-6.38401
7.99,109.975,-157.216,-6.4
8,110.113,-157.797,-6.41601
8.01,110.251,-158.378,-6.43204
8.02,110.39,-158.96,-6.44809
8.03,110.528,-159.541,-6.46416
8.04,110.667,-160.122,-6.48025
8.05,110.806,-160.703,-6.49636
8.06,110.945,-161.284,-6.51249
8.07,111.084,-161.865,-6.52864
8.08,111.223,-162.446,-6.54481
8.09,111.363,-163.027,-6.561
8.1,111.503,-163.608,-6.57721
8.11,111.643,-164.189,-6.59344
8.12,111.784,-164.77,-6.60969
8.13,111.925,-165.351,-6.62596
8.14,112.066,-165.933,-6.64225
8.15,112.208,-166.514,-6.65856
8.16,112.35,-167.095,-6.67489
8.17,112.492,-167.676,-6.69124
8.18,112.635,-168.258,-6.70761
8.19,112.778,-168.839,-6.724
8.2,112.922,-169.42,-6.74041
8.21,113.066,-170.002,-6.75684
8.22,113.21,-170.584,-6.77329
8.23,113.355,-171.165,-6.78976
8.24,113.501,-171.747,-6.80625
8.25,113.647,-172.329,-6.82276
8.26,113.794,-172.911,-6.83929
8.27,113.941,-173.493,-6.85584
8.28,114.088,-174.075,-6.87241
8.29,114.236,-174.658,-6.889
8.3,114.385,-175.24,-6.90561
8.31,114.534,-175.823,-6.92224
8.32,114.684,-176.406,-6.93889
8.33,114.835,-176.989,-6.95556
8.34,114.986,-177.572,-6.97225
8.35,115.138,-178.156,-6.98896
8.36,115.29,-178.74,-7.00569
8.37,115.444,-179.323,-7.02244
8.38,115.597,-179.908,-7.03921
8.39,115.752,-180.492,-7.056
8.4,115.907,-181.077,-7.07281
8.41,116.063,-181.661,-7.08964
8.42,116.22,-182.247,-7.10649
8.43,116.377,-182.832,-7.12336
8.44,116.535,-183.418,-7.14025
8.45,116.694,-184.004,-7.15716
8.46,116.854,-184.59,-7.17409
8.47,117.015,-185.177,-7.19104
8.48,117.176,-185.764,-7.20801
8.49,117.338,-186.352,-7.225
8.5,117.501,-186.94,-7.24201
8.51,117.665,-187.528,-7.25904
8.52,117.829,-188.117,-7.27609
8.53,117.995,-188.706,-7.29316
8.54,118.161,-189.295,-7.31025
8.55,118.328,-189.885,-7.32736
8.56,118.496,-190.476,-7.34449
8.57,118.665,-191.067,-7.36164
8.58,118.835,-191.658,-7.37881
8.59,119.005,-192.25,-7.396
8.6,119.177,-192.843,-7.41321
8.61,119.35,-193.436,-7.43044
8.62,119.523,-194.03,-7.44769
8.63,119.697,-194.624,-7.46496
8.64,119.873,-195.219,-7.48225
8.65,120.049,-195.814,-7.49956
8.66,120.226,-196.41,-7.51689
8.67,120.404,-197.007,-7.53424
8.68,120.583,-197.604,-7.55161
8.69,120.763,-198.203,-7.569
8.7,120.944,-198.801,-7.58641
8.71,121.126,-199.401,-7.60384
8.72,121.309,-200.001,-7.62129
8.73,121.493,-200.602,-7.63876
8.74,121.678,-201.204,-7.65625
8.75,121.864,-201.806,-7.67376
8.76,122.051,-202.409,-7.69129
8.77,122.239,-203.014,-7.70884
8.78,122.428,-203.619,-7.72641
8.79,122.618,-204.224,-7.744
8.8,122.809,-204.831,-7.76161
8.81,123.001,-205.439,-7.77924
8.82,123.194,-206.047,-7.79689
8.83,123.388,-206.656,-7.81456
8.84,123.582,-207.267,-7.83225
8.85,123.778,-207.878,-7.84996
8.86,123.975,-208.49,-7.86769
8.87,124.173,-209.104,-7.88544
8.88,124.372,-209.718,-7.90321
8.89,124.572,-210.333,-7.921
8.9,124.773,-210.949,-7.93881
8.91,124.975,-211.567,-7.95664
8.92,125.178,-212.185,-7.97449
8.93,125.382,-212.805,-7.99236
8.94,125.588,-213.426,-8.01025
8.95,125.794,-214.047,-8.02816
8.96,126.001,-214.67,-8.04609
8.97,126.209,-215.295,-8.06404
8.98,126.418,-215.92,-8.08201
8.99,126.628,-216.547,-8.1
9,126.839,-217.174,-8.11801
9.01,127.05,-217.803,-8.13604
9.02,127.263,-218.434,-8.15409
9.03,127.477,-219.065,-8.17216
9.04,127.692,-219.698,-8.19025
9.05,127.908,-220.332,-8.20836
9.06,128.125,-220.968,-8.22649
9.07,128.342,-221.605,-8.24464
9.08,128.561,-222.243,-8.26281
9.09,128.78,-222.883,-8.281
9.1,129.001,-223.524,-8.29921
9.11,129.222,-224.166,-8.31744
9.12,129.444,-224.81,-8.33569
9.13,129.668,-225.455,-8.35396
9.14,129.892,-226.102,-8.37225
9.15,130.117,-226.75,-8.39056
9.16,130.342,-227.4,-8.40889
9.17,130.569,-228.051,-8.42724
9.18,130.797,-228.704,-8.44561
9.19,131.025,-229.358,-8.464
9.2,131.254,-230.014,-8.48241
9.21,131.484,-230.672,-8.50084
9.22,131.715,-231.331,-8.51929
9.23,131.946,-231.992,-8.53776
9.24,132.179,-232.654,-8.55625
9.25,132.412,-233.318,-8.57476
9.26,132.646,-233.983,-8.59329
9.27,132.881,-234.65,-8.61184
9.28,133.116,-235.319,-8.63041
9.29,133.352,-235.99,-8.649
9.3,133.589,-236.662,-8.66761
9.31,133.826,-237.336,-8.68624
9.32,134.064,-238.012,-8.70489
9.33,134.303,-238.689,-8.72356
9.34,134.543,-239.369,-8.74225
9.35,134.783,-240.05,-8.76096
9.36,135.024,-240.732,-8.77969
9.37,135.265,-241.417,-8.79844
9.38,135.507,-242.103,-8.81721
9.39,135.75,-242.791,-8.836
9.4,135.993,-243.481,-8.85481
9.41,136.236,-244.173,-8.87364
9.42,136.48,-244.867,-8.89249
9.43,136.725,-245.562,-8.91136
9.44,136.97,-246.26,-8.93025
9.45,137.216,-246.959,-8.94916
9.46,137.462,-247.66,-8.96809
9.47,137.709,-248.363,-8.98704
9.48,137.956,-249.068,-9.00601
9.49,138.203,-249.775,-9.025
9.5,138.451,-250.483,-9.04401
9.51,138.699,-251.194,-9.06304
9.52,138.948,-251.906,-9.08209
9.53,139.196,-252.621,-9.10116
9.54,139.446,-253.337,-9.12025
9.55,139.695,-254.056,-9.13936
9.56,139.945,-254.776,-9.15849
9.57,140.195,-255.498,-9.17764
9.58,140.445,-256.222,-9.19681
9.59,140.696,-256.948,-9.216
9.6,140.946,-257.677,-9.23521
9.61,141.197,-258.407,-9.25444
9.62,141.448,-259.139,-9.27369
9.63,141.7,-259.873,-9.29296
9.64,141.951,-260.609,-9.31225
9.65,142.203,-261.347,-9.33156
9.66,142.454,-262.087,-9.35089
9.67,142.706,-262.829,-9.37024
9.68,142.957,-263.573,-9.38961
9.69,143.209,-264.319,-9.409
9.7,143.461,-265.067,-9.42841
9.71,143.713,-265.817,-9.44784
9.72,143.964,-266.569,-9.46729
9.73,144.216,-267.323,-9.48676
9.74,144.468,-268.079,-9.50625
9.75,144.719,-268.837,-9.52576
9.76,144.971,-269.596,-9.54529
9.77,145.222,-270.358,-9.56484
9.78,145.473,-271.122,-9.58441
9.79,145.724,-271.888,-9.604
9.8,145.975,-272.656,-9.62361
9.81,146.226,-273.426,-9.64324
9.82,146.476,-274.197,-9.66289
9.83,146.726,-274.971,-9.68256
9.84,146.976,-275.747,-9.70225
9.85,147.226,-276.524,-9.72196
9.86,147.475,-277.304,-9.74169
9.87,147.724,-278.085,-9.76144
9.88,147.973,-278.869,-9.78121
9.89,148.221,-279.654,-9.801
9.9,148.469,-280.441,-9.82081
9.91,148.717,-281.231,-9.84064
9.92,148.964,-282.022,-9.86049
9.93,149.211,-282.815,-9.88036
9.94,149.457,-283.61,-9.90025
9.95,149.703,-284.406,-9.92016
9.96,149.948,-285.205,-9.94009
9.97,150.193,-286.005,-9.96004
9.98,150.438,-286.808,-9.98001
9.99,150.682,-287.612,-10
10,150.925,-288.418,-10.02
